Image,contrast-1-0,ASM-1-0,energy-1-0,homogeneity-1-0,dissimilarity-1-0,contrast-1-45,ASM-1-45,energy-1-45,homogeneity-1-45,dissimilarity-1-45,contrast-1-90,ASM-1-90,energy-1-90,homogeneity-1-90,dissimilarity-1-90,contrast-1-135,ASM-1-135,energy-1-135,homogeneity-1-135,dissimilarity-1-135,contrast-2-0,ASM-2-0,energy-2-0,homogeneity-2-0,dissimilarity-2-0,contrast-2-45,ASM-2-45,energy-2-45,homogeneity-2-45,dissimilarity-2-45,contrast-2-90,ASM-2-90,energy-2-90,homogeneity-2-90,dissimilarity-2-90,contrast-2-135,ASM-2-135,energy-2-135,homogeneity-2-135,dissimilarity-2-135,contrast-3-0,ASM-3-0,energy-3-0,homogeneity-3-0,dissimilarity-3-0,contrast-3-45,ASM-3-45,energy-3-45,homogeneity-3-45,dissimilarity-3-45,contrast-3-90,ASM-3-90,energy-3-90,homogeneity-3-90,dissimilarity-3-90,contrast-3-135,ASM-3-135,energy-3-135,homogeneity-3-135,dissimilarity-3-135,L,a*,b*,output
/content/gdrive/My Drive/Colab Notebooks/feature/1-1-rs.jpg,0.92504931,0.84323439,0.91827795,0.54063116,0.91978961,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,0.92044707,0.83562148,0.91412334,0.54293228,0.91518738,0.92241946,0.83442932,0.91347103,0.54273504,0.91584484,0.92241946,0.83442932,0.91347103,0.54273504,0.91584484,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,0.92833662,0.84872404,0.9212622,0.53898751,0.92307692,0.91913215,0.83346193,0.91294136,0.54358974,0.91387245,0.91913215,0.83346193,0.91294136,0.54358974,0.91387245,0.92110454,0.83670385,0.91471518,0.54260355,0.91584484,18.5925,1.6103,10.6244,1
/content/gdrive/My Drive/Colab Notebooks/feature/1-2-rs.jpg,0.93228139,0.85536869,0.92486144,0.53701512,0.9270217,0.93030901,0.85203859,0.92305936,0.53800131,0.92504931,0.93030901,0.85203859,0.92305936,0.53800131,0.92504931,0.93030901,0.85203859,0.92305936,0.53800131,0.92504931,0.9165023,0.82916357,0.91058419,0.54490467,0.9112426,0.9270217,0.84652299,0.92006684,0.53964497,0.921762,0.9270217,0.84652299,0.92006684,0.53964497,0.921762,0.93030901,0.85203859,0.92305936,0.53800131,0.92504931,0.92439185,0.84214164,0.91768276,0.54095989,0.91913215,0.92833662,0.84872404,0.9212622,0.53898751,0.92307692,0.92833662,0.84872404,0.9212622,0.53898751,0.92307692,0.93030901,0.85203859,0.92305936,0.53800131,0.92504931,17.6059,3.5046,3.5046,1
/content/gdrive/My Drive/Colab Notebooks/feature/1-3-rs.jpg,0.87508218,0.69639511,0.83450291,0.57981591,0.84615385,0.88099934,0.7078257,0.84132378,0.57606838,0.85338593,0.88099934,0.7078257,0.84132378,0.57606838,0.85338593,0.88099934,0.7078257,0.84132378,0.57606838,0.85338593,0.86982249,0.68962424,0.83043618,0.58244576,0.84089415,0.87376726,0.69469202,0.83348187,0.58047337,0.84483892,0.87376726,0.69469202,0.83348187,0.58047337,0.84483892,0.88099934,0.7078257,0.84132378,0.57606838,0.85338593,0.86587771,0.69172501,0.83170007,0.58284024,0.83957922,0.87047995,0.69404882,0.83309593,0.58132807,0.84286654,0.87047995,0.69404882,0.83309593,0.58132807,0.84286654,0.88099934,0.7078257,0.84132378,0.57606838,0.85338593,17.4593,2.8469,10.4542,1
/content/gdrive/My Drive/Colab Notebooks/feature/1-4-rs.jpg,0.88494412,0.72439323,0.85111294,0.57172913,0.86127548,0.88494412,0.73203034,0.85558772,0.57015122,0.86390533,0.88494412,0.73203034,0.85558772,0.57015122,0.86390533,0.88494412,0.73203034,0.85558772,0.57015122,0.86390533,0.8816568,0.74289727,0.86191488,0.56863905,0.86587771,0.88560158,0.73294672,0.85612308,0.56982249,0.86456279,0.88560158,0.73294672,0.85612308,0.56982249,0.86456279,0.88494412,0.73203034,0.85558772,0.57015122,0.86390533,0.88034188,0.74103857,0.86083597,0.56929652,0.86456279,0.88888889,0.72984485,0.85430958,0.56975674,0.86522025,0.88888889,0.72984485,0.85430958,0.56975674,0.86522025,0.88494412,0.73203034,0.85558772,0.57015122,0.86390533,18.6381,1.9216,9.3272,1
/content/gdrive/My Drive/Colab Notebooks/feature/10-1-rs.jpg,0.93228139,0.81971617,0.90538178,0.54332676,0.9165023,0.93293886,0.81208079,0.90115525,0.54457594,0.91452991,0.93293886,0.81208079,0.90115525,0.54457594,0.91452991,0.93293886,0.81208079,0.90115525,0.54457594,0.91452991,0.9165023,0.79467296,0.89144431,0.55121631,0.90072321,0.92899408,0.81009155,0.90005086,0.54575937,0.91190007,0.92899408,0.81009155,0.90005086,0.54575937,0.91190007,0.93293886,0.81208079,0.90115525,0.54457594,0.91452991,0.91781723,0.81383575,0.90212846,0.54740302,0.90729783,0.92570677,0.80486557,0.897143,0.54740302,0.90861275,0.92570677,0.80486557,0.897143,0.54740302,0.90861275,0.93293886,0.81208079,0.90115525,0.54457594,0.91452991,18.4944,-1.1805,13.1123,0
/content/gdrive/My Drive/Colab Notebooks/feature/10-2-rs.jpg,0.91913215,0.81593998,0.90329396,0.54674556,0.90861275,0.91190007,0.81736037,0.90407985,0.54799474,0.90532544,0.91190007,0.81736037,0.90407985,0.54799474,0.90532544,0.91190007,0.81736037,0.90407985,0.54799474,0.90532544,0.91452991,0.80860545,0.89922492,0.54904668,0.90401052,0.91321499,0.80652543,0.89806761,0.54970414,0.9026956,0.91321499,0.80652543,0.89806761,0.54970414,0.9026956,0.91190007,0.81736037,0.90407985,0.54799474,0.90532544,0.91190007,0.80445233,0.89691267,0.5503616,0.90138067,0.91190007,0.8001946,0.89453597,0.55115056,0.90006575,0.91190007,0.8001946,0.89453597,0.55115056,0.90006575,0.91190007,0.81736037,0.90407985,0.54799474,0.90532544,17.4509,-1.6688,13.0305,0
/content/gdrive/My Drive/Colab Notebooks/feature/10-3-rs.jpg,0.80670611,0.59949357,0.7742697,0.61873767,0.76988823,0.80933596,0.60785168,0.77964843,0.61584484,0.77514793,0.80933596,0.60785168,0.77964843,0.61584484,0.77514793,0.80933596,0.60785168,0.77964843,0.61584484,0.77514793,0.81722551,0.6040582,0.77721181,0.61505588,0.77777778,0.80802104,0.60364582,0.77694647,0.61729126,0.77251808,0.80802104,0.60364582,0.77694647,0.61729126,0.77251808,0.80933596,0.60785168,0.77964843,0.61584484,0.77514793,0.81262327,0.59953161,0.77429426,0.617357,0.77317554,0.8139382,0.60081627,0.77512339,0.61669954,0.77449047,0.8139382,0.60081627,0.77512339,0.61669954,0.77449047,0.80933596,0.60785168,0.77964843,0.61584484,0.77514793,17.6234,-0.7148,11.2645,0
/content/gdrive/My Drive/Colab Notebooks/feature/10-4-rs.jpg,0.90532544,0.78581861,0.88646411,0.55522682,0.8921762,0.89940828,0.77274199,0.87905744,0.55897436,0.88494412,0.89940828,0.77274199,0.87905744,0.55897436,0.88494412,0.89940828,0.77274199,0.87905744,0.55897436,0.88494412,0.89875082,0.77585078,0.88082392,0.55851414,0.88560158,0.89020381,0.76315108,0.87358519,0.56278764,0.87705457,0.89020381,0.76315108,0.87358519,0.56278764,0.87705457,0.89940828,0.77274199,0.87905744,0.55897436,0.88494412,0.89809336,0.7748635,0.88026332,0.55884287,0.88494412,0.89809336,0.7748635,0.88026332,0.55884287,0.88494412,0.89809336,0.7748635,0.88026332,0.55884287,0.88494412,0.89940828,0.77274199,0.87905744,0.55897436,0.88494412,16.639,-0.7251,9.2118,0
/content/gdrive/My Drive/Colab Notebooks/feature/2-1-rs.jpg,0.83497699,0.70963599,0.84239895,0.58566732,0.82971729,0.82840237,0.70115512,0.83735006,0.58895464,0.82314267,0.82840237,0.70115512,0.83735006,0.58895464,0.82314267,0.82840237,0.70115512,0.83735006,0.58895464,0.82314267,0.83366206,0.70069347,0.83707435,0.5879027,0.82577252,0.82971729,0.69924627,0.83620947,0.58908613,0.82314267,0.82971729,0.69924627,0.83620947,0.58908613,0.82314267,0.82840237,0.70115512,0.83735006,0.58895464,0.82314267,0.84944116,0.72890253,0.85375789,0.57843524,0.84418146,0.84220907,0.71545849,0.84584779,0.58284024,0.83563445,0.84220907,0.71545849,0.84584779,0.58284024,0.83563445,0.82840237,0.70115512,0.83735006,0.58895464,0.82314267,17.9881,0.9717,11.1333,1
/content/gdrive/My Drive/Colab Notebooks/feature/2-2-rs.jpg,0.95003287,0.84908022,0.92145549,0.53445102,0.93425378,0.9460881,0.83796345,0.91540344,0.53721236,0.92899408,0.9460881,0.83796345,0.91540344,0.53721236,0.92899408,0.9460881,0.83796345,0.91540344,0.53721236,0.92899408,0.94214333,0.82700402,0.90939761,0.5399737,0.92373439,0.94017094,0.82818321,0.91004572,0.54017094,0.92307692,0.94017094,0.82818321,0.91004572,0.54017094,0.92307692,0.9460881,0.83796345,0.91540344,0.53721236,0.92899408,0.94345825,0.83805768,0.9154549,0.53773833,0.92767916,0.94017094,0.83261125,0.91247534,0.53938199,0.92439185,0.94017094,0.83261125,0.91247534,0.53938199,0.92439185,0.9460881,0.83796345,0.91540344,0.53721236,0.92899408,16.8646,0.2907,9.5543,1
/content/gdrive/My Drive/Colab Notebooks/feature/2-3-rs.jpg,0.94214333,0.79242349,0.89018172,0.54628534,0.91321499,0.94345825,0.79874222,0.89372379,0.54483892,0.91584484,0.94345825,0.79874222,0.89372379,0.54483892,0.91584484,0.94345825,0.79874222,0.89372379,0.54483892,0.91584484,0.94740302,0.809323,0.89962381,0.54207758,0.92110454,0.94477318,0.80511455,0.89728175,0.5433925,0.91847469,0.94477318,0.80511455,0.89728175,0.5433925,0.91847469,0.94345825,0.79874222,0.89372379,0.54483892,0.91584484,0.95397765,0.80259881,0.89587879,0.54194609,0.92241946,0.94674556,0.80395956,0.89663792,0.54319527,0.91913215,0.94674556,0.80395956,0.89663792,0.54319527,0.91913215,0.94345825,0.79874222,0.89372379,0.54483892,0.91584484,19.4403,-1.0603,12.3949,1
/content/gdrive/My Drive/Colab Notebooks/feature/2-4-rs.jpg,1.00920447,0.87318458,0.93444346,0.52064431,0.96712689,1.00657462,0.87793248,0.93698051,0.52038133,0.96712689,1.00657462,0.87793248,0.93698051,0.52038133,0.96712689,1.00657462,0.87793248,0.93698051,0.52038133,0.96712689,1.00131492,0.87803622,0.93703587,0.52143327,0.96449704,1.00197239,0.87450037,0.93514724,0.52189349,0.96383958,1.00197239,0.87450037,0.93514724,0.52189349,0.96383958,1.00657462,0.87793248,0.93698051,0.52038133,0.96712689,0.99605523,0.86878939,0.93208873,0.52406312,0.95923734,1.00723208,0.87439489,0.93509085,0.52084155,0.96646943,1.00723208,0.87439489,0.93509085,0.52084155,0.96646943,1.00657462,0.87793248,0.93698051,0.52038133,0.96712689,19.0648,-0.431,9.865,1
/content/gdrive/My Drive/Colab Notebooks/feature/3-1-rs.jpg,0.90532544,0.78581861,0.88646411,0.55522682,0.8921762,0.8974359,0.77798007,0.88203179,0.55838264,0.88560158,0.8974359,0.77798007,0.88203179,0.55838264,0.88560158,0.8974359,0.77798007,0.88203179,0.55838264,0.88560158,0.90992768,0.77625537,0.88105356,0.55608153,0.89151874,0.8974359,0.78210467,0.88436682,0.55759369,0.8869165,0.8974359,0.78210467,0.88436682,0.55759369,0.8869165,0.8974359,0.77798007,0.88203179,0.55838264,0.88560158,0.90006575,0.77783051,0.881947,0.55785667,0.8869165,0.89940828,0.77683978,0.88138515,0.5581854,0.88625904,0.89940828,0.77683978,0.88138515,0.5581854,0.88625904,0.8974359,0.77798007,0.88203179,0.55838264,0.88560158,17.4723,0.9478,9.0389,0
/content/gdrive/My Drive/Colab Notebooks/feature/3-2-rs.jpg,0.95726496,0.90849475,0.95314991,0.52294543,0.95463511,0.95923734,0.91692462,0.95756181,0.52117028,0.95792242,0.95923734,0.91692462,0.95756181,0.52117028,0.95792242,0.95923734,0.91692462,0.95756181,0.52117028,0.95792242,0.9566075,0.91698081,0.95759115,0.52169625,0.9566075,0.95529257,0.91458265,0.95633815,0.52235371,0.95529257,0.95529257,0.91458265,0.95633815,0.52235371,0.95529257,0.95923734,0.91692462,0.95756181,0.52117028,0.95792242,0.95529257,0.91458265,0.95633815,0.52235371,0.95529257,0.95792242,0.91452473,0.95630786,0.52182774,0.9566075,0.95792242,0.91452473,0.95630786,0.52182774,0.9566075,0.95923734,0.91692462,0.95756181,0.52117028,0.95792242,17.8942,0.6127,10.3099,0
/content/gdrive/My Drive/Colab Notebooks/feature/3-3-rs.jpg,0.88560158,0.69559976,0.83402623,0.57771203,0.85141354,0.88231427,0.6806627,0.82502285,0.58172255,0.84418146,0.88231427,0.6806627,0.82502285,0.58172255,0.84418146,0.88231427,0.6806627,0.82502285,0.58172255,0.84418146,0.89677844,0.69206909,0.8319069,0.57606838,0.85601578,0.89480605,0.68236493,0.82605383,0.57863248,0.85141354,0.89480605,0.68236493,0.82605383,0.57863248,0.85141354,0.88231427,0.6806627,0.82502285,0.58172255,0.84418146,0.88823143,0.68463427,0.8274263,0.57955293,0.84878369,0.87836949,0.67223716,0.8199007,0.58448389,0.83892176,0.87836949,0.67223716,0.8199007,0.58448389,0.83892176,0.88231427,0.6806627,0.82502285,0.58172255,0.84418146,17.097,1.3135,9.9066,0
/content/gdrive/My Drive/Colab Notebooks/feature/3-4-rs.jpg,0.97238659,0.92645587,0.96252578,0.51696252,0.96712689,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97896121,0.93872331,0.96887735,0.51367521,0.97370151,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,0.97370151,0.93879593,0.96891482,0.51472715,0.97107166,0.97370151,0.93383449,0.96635112,0.51551611,0.96975674,0.97370151,0.93383449,0.96635112,0.51551611,0.96975674,0.97501644,0.9313421,0.96506067,0.5156476,0.96975674,18.9395,1.087,10.4115,0
/content/gdrive/My Drive/Colab Notebooks/feature/4-1-rs.jpg,0.96712689,0.91676641,0.9574792,0.51959237,0.96186719,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96581197,0.91436133,0.95622243,0.52024984,0.96055227,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,0.96712689,0.91676641,0.9574792,0.51959237,0.96186719,0.96909928,0.92038699,0.95936802,0.51860618,0.96383958,0.96909928,0.92038699,0.95936802,0.51860618,0.96383958,0.96778435,0.91797154,0.95810831,0.51926364,0.96252465,19.2718,2.455,11.5905,1
/content/gdrive/My Drive/Colab Notebooks/feature/4-2-rs.jpg,0.8869165,0.72711126,0.85270819,0.57074293,0.86324786,0.88625904,0.73002294,0.8544138,0.57028271,0.86390533,0.88625904,0.73002294,0.8544138,0.57028271,0.86390533,0.88625904,0.73002294,0.8544138,0.57028271,0.86390533,0.88888889,0.72222503,0.84983824,0.57133465,0.8625904,0.87968442,0.72476151,0.85132926,0.57278107,0.85864563,0.87968442,0.72476151,0.85132926,0.57278107,0.85864563,0.88625904,0.73002294,0.8544138,0.57028271,0.86390533,0.88625904,0.73386484,0.85665911,0.56949375,0.86522025,0.88099934,0.72277486,0.85016167,0.57291256,0.85864563,0.88099934,0.72277486,0.85016167,0.57291256,0.85864563,0.88625904,0.73002294,0.8544138,0.57028271,0.86390533,19.8632,1.0544,10.3419,1
/content/gdrive/My Drive/Colab Notebooks/feature/4-3-rs.jpg,0.89677844,0.74093482,0.86077571,0.56581197,0.8731098,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,0.89283366,0.73535871,0.85753059,0.56778435,0.86916502,0.88757396,0.73570625,0.8577332,0.56883629,0.86653517,0.88757396,0.73570625,0.8577332,0.56883629,0.86653517,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,0.89546351,0.7390692,0.85969134,0.56646943,0.87179487,0.89414859,0.7372105,0.85860963,0.56712689,0.87047995,0.89414859,0.7372105,0.85860963,0.56712689,0.87047995,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,15.9715,2.7139,9.0652,1
/content/gdrive/My Drive/Colab Notebooks/feature/4-4-rs.jpg,0.86193294,0.73846232,0.8593383,0.57376726,0.85404339,0.86522025,0.73533797,0.85751849,0.57370151,0.85470085,0.86522025,0.73533797,0.85751849,0.57370151,0.85470085,0.86522025,0.73533797,0.85751849,0.57370151,0.85470085,0.86456279,0.74213823,0.86147445,0.57245233,0.85667324,0.86916502,0.74472831,0.86297642,0.57094017,0.85996055,0.86916502,0.74472831,0.86297642,0.57094017,0.85996055,0.86522025,0.73533797,0.85751849,0.57370151,0.85470085,0.86456279,0.73442677,0.85698703,0.57403024,0.85404339,0.8731098,0.73477257,0.85718876,0.5721236,0.85864563,0.8731098,0.73477257,0.85718876,0.5721236,0.85864563,0.86522025,0.73533797,0.85751849,0.57370151,0.85470085,15.9715,2.7139,9.0652,1
/content/gdrive/My Drive/Colab Notebooks/feature/5-1-rs.jpg,0.95726496,0.74151059,0.86111009,0.55292571,0.90466798,0.94937541,0.73010939,0.85446439,0.55687048,0.89677844,0.94937541,0.73010939,0.85446439,0.55687048,0.89677844,0.94937541,0.73010939,0.85446439,0.55687048,0.89677844,0.95595003,0.72395233,0.85085388,0.55673899,0.89809336,0.95200526,0.72222676,0.84983926,0.55792242,0.89546351,0.95200526,0.72222676,0.84983926,0.55792242,0.89546351,0.94937541,0.73010939,0.85446439,0.55687048,0.89677844,0.95989481,0.72182217,0.84960118,0.55634451,0.89940828,0.94477318,0.71973264,0.84837058,0.55996055,0.89086128,0.94477318,0.71973264,0.84837058,0.55996055,0.89086128,0.94937541,0.73010939,0.85446439,0.55687048,0.89677844,18.7113,2.1165,10.8037,0
/content/gdrive/My Drive/Colab Notebooks/feature/5-2-rs.jpg,0.88757396,0.73570625,0.8577332,0.56883629,0.86653517,0.90203813,0.74452428,0.86285821,0.56397107,0.87705457,0.90203813,0.74452428,0.86285821,0.56397107,0.87705457,0.90203813,0.74452428,0.86285821,0.56397107,0.87705457,0.89414859,0.75291352,0.86770589,0.56397107,0.87573964,0.8974359,0.73797041,0.85905204,0.56627219,0.87245233,0.8974359,0.73797041,0.85905204,0.56627219,0.87245233,0.90203813,0.74452428,0.86285821,0.56397107,0.87705457,0.89940828,0.74468681,0.86295238,0.56449704,0.87573964,0.88823143,0.72511683,0.85153792,0.57087442,0.86324786,0.88823143,0.72511683,0.85153792,0.57087442,0.86324786,0.90203813,0.74452428,0.86285821,0.56397107,0.87705457,19.3156,2.7493,10.3012,0
/content/gdrive/My Drive/Colab Notebooks/feature/5-3-rs.jpg,0.95397765,0.72116168,0.84921239,0.55772518,0.89612097,0.9460881,0.72157924,0.8494582,0.55930309,0.8921762,0.9460881,0.72157924,0.8494582,0.55930309,0.8921762,0.9460881,0.72157924,0.8494582,0.55930309,0.8921762,0.95332018,0.71259781,0.84415509,0.55963182,0.89283366,0.9460881,0.7101547,0.84270677,0.56166995,0.88823143,0.9460881,0.7101547,0.84270677,0.56166995,0.88823143,0.9460881,0.72157924,0.8494582,0.55930309,0.8921762,0.94674556,0.71106244,0.84324518,0.56134122,0.88888889,0.94543064,0.72065508,0.84891406,0.55963182,0.89151874,0.94543064,0.72065508,0.84891406,0.55963182,0.89151874,0.9460881,0.72157924,0.8494582,0.55930309,0.8921762,19.2504,2.3152,12.2321,0
/content/gdrive/My Drive/Colab Notebooks/feature/5-4-rs.jpg,0.93425378,0.713407,0.84463424,0.5660092,0.87902696,0.93885602,0.71976117,0.84838739,0.56370809,0.88362919,0.93885602,0.71976117,0.84838739,0.56370809,0.88362919,0.93885602,0.71976117,0.84838739,0.56370809,0.88362919,0.9355687,0.71521383,0.84570316,0.56535174,0.88034188,0.9408284,0.71111172,0.8432744,0.56508876,0.8816568,0.9408284,0.71111172,0.8432744,0.56508876,0.8816568,0.93885602,0.71976117,0.84838739,0.56370809,0.88362919,0.93293886,0.71160708,0.84356807,0.56666667,0.87771203,0.93819855,0.71884824,0.84784919,0.56403682,0.88297173,0.93819855,0.71884824,0.84784919,0.56403682,0.88297173,0.93885602,0.71976117,0.84838739,0.56370809,0.88362919,18.368,2.6513,11.0246,0
/content/gdrive/My Drive/Colab Notebooks/feature/6-1-rs.jpg,0.9408284,0.79885374,0.89378618,0.54536489,0.91452991,0.94280079,0.79770394,0.89314273,0.54516765,0.91518738,0.94280079,0.79770394,0.89314273,0.54516765,0.91518738,0.94280079,0.79770394,0.89314273,0.54516765,0.91518738,0.92899408,0.78880291,0.88814577,0.54970414,0.90532544,0.93491124,0.79804629,0.89333436,0.54674556,0.9112426,0.93491124,0.79804629,0.89333436,0.54674556,0.9112426,0.94280079,0.79770394,0.89314273,0.54516765,0.91518738,0.94214333,0.80093376,0.89494903,0.54470743,0.91584484,0.94017094,0.78934237,0.88844942,0.54727153,0.9112426,0.94017094,0.78934237,0.88844942,0.54727153,0.9112426,0.94280079,0.79770394,0.89314273,0.54516765,0.91518738,18.8026,0.4285,10.8838,0
/content/gdrive/My Drive/Colab Notebooks/feature/6-2-rs.jpg,0.81459566,0.64396758,0.80247591,0.60532544,0.79355687,0.80736358,0.65195222,0.80743558,0.60499671,0.79289941,0.80736358,0.65195222,0.80743558,0.60499671,0.79289941,0.80736358,0.65195222,0.80743558,0.60499671,0.79289941,0.81985536,0.64986702,0.8061433,0.6026956,0.79881657,0.80999343,0.65168076,0.80726747,0.60447074,0.79421433,0.80999343,0.65168076,0.80726747,0.60447074,0.79421433,0.80736358,0.65195222,0.80743558,0.60499671,0.79289941,0.8139382,0.6496578,0.80601353,0.60407627,0.79552926,0.81459566,0.65039956,0.80647353,0.60374753,0.79618672,0.81459566,0.65039956,0.80647353,0.60374753,0.79618672,0.80736358,0.65195222,0.80743558,0.60499671,0.79289941,18.0645,1.2006,12.6013,0
/content/gdrive/My Drive/Colab Notebooks/feature/6-3-rs.jpg,0.92110454,0.79159529,0.88971641,0.55207101,0.90006575,0.92439185,0.78409996,0.88549419,0.55279421,0.89940828,0.92439185,0.78409996,0.88549419,0.55279421,0.89940828,0.92439185,0.78409996,0.88549419,0.55279421,0.89940828,0.92307692,0.78625433,0.88670983,0.55266272,0.89940828,0.91978961,0.78122286,0.88386813,0.55430638,0.89612097,0.91978961,0.78122286,0.88386813,0.55430638,0.89612097,0.92439185,0.78409996,0.88549419,0.55279421,0.89940828,0.9270217,0.8008231,0.8948872,0.54911243,0.90598291,0.92965155,0.79221947,0.89006711,0.55016437,0.90466798,0.92965155,0.79221947,0.89006711,0.55016437,0.90466798,0.92439185,0.78409996,0.88549419,0.55279421,0.89940828,16.1552,1.3514,9.9808,0
/content/gdrive/My Drive/Colab Notebooks/feature/6-4-rs.jpg,0.9026956,0.68178657,0.82570368,0.57705457,0.85535832,0.90006575,0.70002434,0.83667457,0.57363577,0.86061801,0.90006575,0.70002434,0.83667457,0.57363577,0.86061801,0.90006575,0.70002434,0.83667457,0.57363577,0.86061801,0.90927022,0.69028473,0.83083376,0.57376726,0.86193294,0.90335306,0.68620077,0.82837236,0.57593688,0.8573307,0.90335306,0.68620077,0.82837236,0.57593688,0.8573307,0.90006575,0.70002434,0.83667457,0.57363577,0.86061801,0.88954635,0.68631662,0.82844228,0.57889546,0.85009862,0.89612097,0.69483207,0.83356588,0.57560815,0.85667324,0.89612097,0.69483207,0.83356588,0.57560815,0.85667324,0.90006575,0.70002434,0.83667457,0.57363577,0.86061801,19.7776,0.4617,12.8991,0
/content/gdrive/My Drive/Colab Notebooks/feature/7-1-rs.jpg,0.91715976,0.78728656,0.8872917,0.55246548,0.89875082,0.91518738,0.7842573,0.88558303,0.55345168,0.89677844,0.91518738,0.7842573,0.88558303,0.55345168,0.89677844,0.91518738,0.7842573,0.88558303,0.55345168,0.89677844,0.92833662,0.77118241,0.87816992,0.55318869,0.89940828,0.91715976,0.77073632,0.8779159,0.5556213,0.89349112,0.91715976,0.77073632,0.8779159,0.5556213,0.89349112,0.91518738,0.7842573,0.88558303,0.55345168,0.89677844,0.91190007,0.77101988,0.87807738,0.55667324,0.89086128,0.92044707,0.77983273,0.88308138,0.55318869,0.89809336,0.92044707,0.77983273,0.88308138,0.55318869,0.89809336,0.91518738,0.7842573,0.88558303,0.55345168,0.89677844,18.2314,-2.2515,10.6997,0
/content/gdrive/My Drive/Colab Notebooks/feature/7-2-rs.jpg,0.89480605,0.70776346,0.84128679,0.5731098,0.86061801,0.8869165,0.71203415,0.84382116,0.57389875,0.85798817,0.8869165,0.71203415,0.84382116,0.57389875,0.85798817,0.8869165,0.71203415,0.84382116,0.57389875,0.85798817,0.90466798,0.69878981,0.83593649,0.57291256,0.8625904,0.88823143,0.70637851,0.84046327,0.5748192,0.85667324,0.88823143,0.70637851,0.84046327,0.5748192,0.85667324,0.8869165,0.71203415,0.84382116,0.57389875,0.85798817,0.88560158,0.72529751,0.85164401,0.57140039,0.86193294,0.8974359,0.70388352,0.83897767,0.57337278,0.86061801,0.8974359,0.70388352,0.83897767,0.57337278,0.86061801,0.8869165,0.71203415,0.84382116,0.57389875,0.85798817,18.2766,-1.9168,9.4061,0
/content/gdrive/My Drive/Colab Notebooks/feature/7-3-rs.jpg,0.94477318,0.82250163,0.90691876,0.54023669,0.92373439,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,0.95003287,0.82230452,0.90681008,0.53918475,0.92636423,0.94937541,0.82563117,0.90864249,0.53872452,0.9270217,0.94937541,0.82563117,0.90864249,0.53872452,0.9270217,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,0.94937541,0.82563117,0.90864249,0.53872452,0.9270217,0.94937541,0.82563117,0.90864249,0.53872452,0.9270217,0.95003287,0.83113985,0.91166872,0.53760684,0.92899408,16.8472,-2.076,10.1564,0
/content/gdrive/My Drive/Colab Notebooks/feature/7-4-rs.jpg,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,0.97764629,0.89726299,0.94723967,0.52064431,0.96186719,0.97896121,0.89484841,0.94596428,0.52077581,0.96186719,0.97896121,0.89484841,0.94596428,0.52077581,0.96186719,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,0.98685076,0.90430878,0.95095151,0.51761999,0.96844181,0.98553583,0.90192099,0.94969521,0.51827745,0.96712689,0.98553583,0.90192099,0.94969521,0.51827745,0.96712689,0.97633136,0.89489942,0.94599123,0.52130178,0.96055227,17.7865,-2.0825,10.0873,0
